listing_id,neighborhood
7071407,West Village
6967260,Theater District
6981415,Bedford-Stuyvesant
7021713,Battery Park City
6976056,Murray Hill
7108815,Upper East Side
6993594,Murray Hill
7046195,Garment District
7053340,Midtown East
6988435,Upper West Side
7072909,Gowanus
6974643,Weill Cornell Medical College
6966615,Kensington
7032181,Crown Heights
6955633,Clinton Hill
7093328,Flatiron District
7032411,Bushwick
7056899,Midtown East
7055664,Upper East Side
7065228,Garment District
6995791,Murray Hill
6970173,Hell's Kitchen
7012976,Hell's Kitchen
7044024,Upper East Side
7019006,Greenwich Village
7005128,John Jay College of Criminal Justice 
7183749,Hell's Kitchen
7011802,NoLita
7048756,Cooper Union 
6993668,Gramercy Park
7015141,Upper East Side
7001148,West Village
7072204,Upper East Side
7026817,Upper East Side
7078263,Weill Cornell Medical College
7017101,Upper East Side
6957114,Washington Heights
6987526,Koreatown
7068816,Midtown East
7169557,DUMBO
6985112,Midtown East
7033470,Financial District
6974155,John Jay College of Criminal Justice 
7117194,Upper West Side
6986417,East Village
7071115,Murray Hill
7123605,Kips Bay
7016975,East Village
7012406,Bowery
7053563,Bowery
6965872,Sunnyside
7054420,East Village
6957123,NoMad
6981996,Garment District
7079319,Central Harlem
7007396,Long Island City
7125748,Hell's Kitchen
7061266,Hell's Kitchen
7063219,West Village
7005203,Koreatown
7055520,Marble Hill
6958809,The New School 
7053163,Kips Bay
7078788,Hell's Kitchen
7200875,Murray Hill
6973345,Midtown East
6955810,SoHo
7019754,Financial District
7172324,Murray Hill
7074344,Chelsea
7007647,Greenwich Village
7031029,Upper East Side
6967672,Cobble Hill
7148703,Garment District
6978406,Garment District
7032033,Juilliard School 
6976858,Murray Hill
6996382,Kips Bay
7204242,Midtown East
6995385,Fordham Heights
6960887,SoHo
6985102,Juilliard School 
6994287,Financial District
6997059,Garment District
7047204,Midtown East
7081521,Upper East Side
6955653,Upper East Side
7065694,Juilliard School 
7067141,Jackson Heights
7030238,Washington Heights
7233700,Columbia University
7031725,Upper West Side
6966776,Prospect Heights
6978996,Upper East Side
7158831,Pace University 
6995956,Weill Cornell Medical College
7036704,Upper East Side
6976656,East Village
7054021,Sunnyside
7104775,Upper East Side
6984665,Greenwich Village
7014364,Central Harlem
6959929,Hunter College 
7036341,Midtown East
7052495,Bedford-Stuyvesant
7033095,Garment District
7082325,Stuyvesant Town - Peter Cooper Village
7009579,East Village
7139693,Ocean Hill
7015395,Kips Bay
7018340,Long Island City
7034403,Long Island City
7017538,Cooper Union 
6997149,Midtown East
6990882,Upper East Side
7068221,West Village
6989536,Midtown East
7017648,Koreatown
7050455,John Jay College of Criminal Justice 
7039390,Garment District
7150374,Murray Hill
7008901,Williamsburg
7022205,Upper East Side
7076612,Inwood
6953236,Baruch College (CUNY)
6985855,Roosevelt Island
7058168,Upper East Side
6979703,Pace University 
7077874,Flatiron District
7023505,Windsor Terrace
6998871,Central Park
6973705,East Village
7071116,Greenpoint
7039051,SoHo
6960447,Greenwich Village
7005641,Washington Heights
7022972,Park Slope
6960271,Hunter College 
7029249,Upper West Side
7028574,Fashion Institute of Technology (FIT) 
7073122,Columbia University
7043867,Flatbush
7114460,Lower East Side
7033192,Hell's Kitchen
7004879,Fashion Institute of Technology (FIT) 
6956187,Columbia University
6957113,Fashion Institute of Technology (FIT) 
6952603,East Village
6975178,Murray Hill
7060305,Gramercy Park
6954904,Kips Bay
7000949,Upper East Side
7021304,Kips Bay
7172921,Midtown East
6972274,East Village
7141603,Upper West Side
7039043,Garment District
6953320,Garment District
7068396,Upper East Side
7041159,Upper East Side
7059215,Washington Heights
7188848,Astoria
6978253,Juilliard School 
7036301,Garment District
6976659,West Harlem
7010543,Gramercy Park
7007561,Upper East Side
6962736,Garment District
6994902,Midtown East
6980365,Columbia University
7002039,Astoria
6993237,Garment District
6988450,NYU Tandon School of Engineering 
7004557,Upper East Side
6987393,Koreatown
7066163,Baruch College (CUNY)
7194838,Flushing
7185657,Central Park
6969407,Midtown East
7049463,Upper East Side
7034317,Upper East Side
6957564,St. Albans
6974223,Midtown East
7024091,Upper West Side
6958601,Hunter College 
7000295,East Village
7070067,Hell's Kitchen
6995922,Weill Cornell Medical College
6965044,East Harlem
7003149,East Harlem
7006829,East Village
7024080,Juilliard School 
6974627,SoHo
6970535,Upper East Side
7008008,Weill Cornell Medical College
7063878,Upper West Side
7002661,Upper East Side
7056191,East Village
6961675,Tribeca
7063333,Greenwich Village
7034315,East Harlem
6959339,Downtown Brooklyn
7077315,Upper East Side
7002119,Columbia University
7003554,Fashion Institute of Technology (FIT) 
7038933,Columbia University
7006066,Upper East Side
7023882,Upper East Side
6990246,Juilliard School 
7001893,Koreatown
6973923,West Harlem
6972934,Upper East Side
7004089,Midtown East
7060816,Theater District
7099794,Financial District
6988459,Cooper Union 
7081249,Hunter College 
7033663,Bedford-Stuyvesant
7047876,East Harlem
7026367,Hunter College 
7087718,Midtown East
6975337,Tribeca
6972997,Upper West Side
7064403,Upper East Side
7073881,Hunter College 
7044596,Hell's Kitchen
7053269,East Harlem
7041042,Astoria
6999542,John Jay College of Criminal Justice 
7054698,Upper East Side
6991139,Flushing Meadows-Corona Park
7048582,Murray Hill
7006670,Ocean Hill
7007368,Upper East Side
6988233,Juilliard School 
7106342,Midtown East
6976176,Upper East Side
7077179,Murray Hill
7009715,Financial District
6968753,Upper West Side
6957750,East Village
7144278,Midtown East
7067414,Stuyvesant Town - Peter Cooper Village
7015118,East Village
6975678,Chelsea
6971741,Boerum Hill
7010660,Long Island City
7046813,Carroll Gardens
7036255,East Village
7084152,Juilliard School 
6960817,The New School 
7035285,Upper East Side
6982678,Kew Gardens
7080644,Kips Bay
7067912,Juilliard School 
7044141,Upper East Side
6992566,Astoria
7193285,Midtown East
7021853,West Village
7022832,Columbia University
7067071,Juilliard School 
7010286,Garment District
7047073,East Harlem
7011060,Hunter College 
7083843,Upper West Side
6980767,Hunter College 
7209408,Civic Center
6959356,Garment District
6967570,Upper East Side
7052525,Stuyvesant Town - Peter Cooper Village
7109828,East Village
7039124,Fashion Institute of Technology (FIT) 
6973550,Baruch College (CUNY)
7047209,West Harlem
7060848,Midtown East
6964824,Koreatown
7053194,Gramercy Park
6954206,Chelsea
7010563,Murray Hill
7046687,Columbia University
7038886,Murray Hill
7114786,Bedford-Stuyvesant
6955629,West Village
6960578,Weill Cornell Medical College
7023512,Financial District
6987493,Financial District
7002840,Flatiron District
6980922,West Village
7051795,Cooper Union 
7054613,Upper East Side
7001710,The New School 
6996068,Bushwick
6964677,Murray Hill
7029037,East Village
6994374,East Village
7070551,Columbia University
6965042,Central Harlem
7081595,Upper West Side
7065187,Pace University 
7005638,Upper East Side
7083516,East Village
7068498,East Village
7179336,Van Cortlandt Park
7004807,Little Italy
7000185,Hunter College 
7042967,Williamsburg
6974151,Hell's Kitchen
7004546,Gramercy Park
7080354,West Harlem
7013989,Upper East Side
7025748,Midtown East
7004663,Weill Cornell Medical College
6959263,Central Park
7190293,Columbia University
6966044,Upper West Side
7077145,Clinton Hill
7089971,East Village
7028499,Upper East Side
6953476,Murray Hill
7012910,Midtown East
6957518,Glendale
7012250,Long Island City
7033532,Financial District
7168109,Stuyvesant Town - Peter Cooper Village
6960963,West Harlem
6955328,West Harlem
7011263,NoLita
6990025,Pace University 
6998130,Garment District
6985622,Pace University 
6982290,Pace University 
7037135,Washington Heights
7024625,Pratt Institute 
6994453,East Village
7042542,Weill Cornell Medical College
7065935,Hunter College 
7011769,Upper West Side
6976385,Juilliard School 
7010574,West Village
7037173,Columbia University
6992840,West Village
7035677,Windsor Terrace
6991492,John Jay College of Criminal Justice 
7010751,Stuyvesant Town - Peter Cooper Village
6976051,Upper East Side
7008267,Upper East Side
6999511,Juilliard School 
7176108,Clinton Hill
7040277,Inwood
7081268,Hunter College 
7031377,Hell's Kitchen
6968479,Columbia University
7021237,Upper West Side
7053614,Lower East Side
7004854,Upper East Side
7158798,Murray Hill
6972200,Woodside
6998555,Koreatown
6977052,Ocean Hill
6970408,Financial District
7154432,Baruch College (CUNY)
6970594,Midtown East
7066479,Upper East Side
7014466,Upper West Side
6961491,Upper East Side
6983617,Hunter College 
6965633,SoHo
7053409,Hunter College 
7080469,West Village
6996433,Weill Cornell Medical College
6980573,Baruch College (CUNY)
7218810,Upper East Side
7054661,East Village
6953324,The New School 
6987401,Hell's Kitchen
6994752,Financial District
6990907,Kips Bay
7070131,Columbia University
7073481,Baruch College (CUNY)
6972309,East Village
7059321,Gramercy Park
7024584,Koreatown
6964064,Greenwich Village
7053177,Bushwick
7043603,Crown Heights
7029387,Hell's Kitchen
6957841,West Village
6970063,Kips Bay
6994822,Hunter College 
7045258,Stuyvesant Town - Peter Cooper Village
7013256,Columbia University
7120870,Weill Cornell Medical College
6978035,Hunter College 
7000129,Williamsburg
7061464,Garment District
7064780,Inwood
7223896,Midtown East
6970258,Midtown East
6956790,Central Harlem
7023724,Upper East Side
7075194,Upper East Side
6983962,Crown Heights
6960017,Upper West Side
7073073,Williamsburg
7082968,Greenpoint
7037208,Hunter College 
7063788,Upper West Side
7011213,Central Harlem
6992550,Fort Greene
7031535,Upper East Side
6992772,Upper East Side
7036232,Bowery
7028659,Juilliard School 
7008577,Bedford-Stuyvesant
6963475,Sunset Park
7057348,Park Slope
7063488,Murray Hill
7167459,Upper West Side
6979504,Washington Heights
6962972,Garment District
6953985,Central Harlem
6991470,Weill Cornell Medical College
6970645,Financial District
7033350,Bowery
7098586,Hell's Kitchen
7081986,Lower East Side
6960947,Upper East Side
7005311,East Flatbush
7031290,Upper East Side
7173202,Kips Bay
7448969,Upper East Side
7057016,Hunter College 
7022290,Weill Cornell Medical College
6996130,Bowery
7076441,Kips Bay
7152858,Upper East Side
7018469,Kips Bay
6992284,Downtown Brooklyn
7057110,Juilliard School 
7076264,Corona
7018811,Long Island City
7208072,Financial District
7025949,Prospect Heights
7058618,Upper East Side
7006063,Upper East Side
6994988,Upper East Side
7021607,East Village
7131921,Ocean Hill
7116494,West Harlem
7029965,Kew Gardens
7018129,Inwood
6958224,Gramercy Park
6983890,Kips Bay
7145561,Financial District
6952506,Theater District
7023638,Upper West Side
6978207,Upper East Side
6977126,Pratt Institute 
7003056,Bowery
7011511,East Village
6974145,Gowanus
7063052,Greenwich Village
6952841,Murray Hill
7200588,Battery Park City
6976345,Theater District
7084443,Juilliard School 
7084384,John Jay College of Criminal Justice 
7135947,Garment District
7013207,Flatiron District
7029144,Hell's Kitchen
7045393,Murray Hill
7025338,Upper East Side
7217011,Greenwich Village
7049364,Upper East Side
7034221,Theater District
7065752,Tribeca
6962021,Astoria
7002508,Upper East Side
6956373,Murray Hill
6954384,Midtown East
7052548,Upper West Side
7028825,Greenwich Village
6977451,Baruch College (CUNY)
7007119,Greenwich Village
7177455,Upper East Side
7000005,Upper West Side
6980217,Greenpoint
7005820,Crown Heights
6995274,Pace University 
7045158,West Village
7122247,Bushwick
6996392,Murray Hill
7029809,Weill Cornell Medical College
7007020,Throgs Neck
7006956,Midtown East
7046921,Upper West Side
7025164,Midtown East
6967629,John Jay College of Criminal Justice 
6992874,West Village
6990458,Bay Ridge
7005151,Stuyvesant Town - Peter Cooper Village
6970991,Pace University 
7028684,Murray Hill
7003964,Koreatown
7485458,Financial District
6959831,Hell's Kitchen
7080479,Financial District
6961138,Hunter College 
7021542,Upper West Side
6991126,SoHo
6981882,Kips Bay
7068389,Murray Hill
6981170,The New School 
6987572,DUMBO
6960108,Koreatown
7010231,John Jay College of Criminal Justice 
6988197,Upper East Side
7042290,East Village
7076483,Upper East Side
7084016,West Harlem
6963275,NoLita
7083064,Fort Greene
7030322,Stuyvesant Town - Peter Cooper Village
6985226,Midtown East
7182168,Upper East Side
7049789,Upper East Side
6959904,Hell's Kitchen
7040771,John Jay College of Criminal Justice 
6980050,Astoria
6953710,West Harlem
7068741,Midtown East
7039321,Downtown Brooklyn
6983463,Koreatown
7025226,Financial District
7053300,Upper East Side
6987054,Lower East Side
7226077,Garment District
7064315,Long Island City
6972797,St. Albans
7041759,Upper East Side
7042617,Upper East Side
7005028,Pace University 
7013662,Gramercy Park
6988047,Weill Cornell Medical College
6997089,Garment District
6976765,Greenwich Village
6991514,Upper East Side
7070749,Greenwich Village
7028408,NoHo
7004282,Upper West Side
6980058,Midtown East
7037927,East Harlem
7013539,Two Bridges
7021089,Fort Greene
7055600,The New School 
6958623,Theater District
7008520,Upper East Side
7123856,Tribeca
6989039,NoMad
7028343,Brooklyn Heights
7012650,Murray Hill
7041706,Brighton Beach
6981824,Juilliard School 
7082184,Theater District
6992713,Midtown East
6995897,Williamsburg
6952507,Greenwich Village
7035830,Upper East Side
6982240,Garment District
7036215,Theater District
7033878,Pace University 
7056152,West Harlem
7053168,Midtown East
6986124,Upper East Side
7012791,East Village
7156935,John Jay College of Criminal Justice 
7050586,NoLita
7100745,NoMad
7009228,Upper West Side
7006757,Greenwich Village
7081129,Financial District
6993268,NoMad
7084035,Rego Park
7004085,Hell's Kitchen
7260624,The New School 
7019883,Chinatown
6955644,Murray Hill
7060627,Garment District
6969588,Upper East Side
7048255,Gramercy Park
7030746,Washington Heights
7083515,Central Park
6970038,Ocean Hill
7215262,Central Harlem
7072674,Financial District
7045216,East Harlem
7048927,Long Island City
6966236,Bushwick
7073662,Columbia University
7042250,Little Italy
6984390,SoHo
7219892,Greenwich Village
7045374,Upper East Side
6953006,The New School 
7083615,Hell's Kitchen
6952115,Forest Hills
6984924,Williamsburg
7194909,Midtown East
7008494,Baruch College (CUNY)
6990054,Murray Hill
7013745,Hunter College 
7073724,Williamsburg
6995370,Williamsburg
7038320,DUMBO
7002989,Financial District
6986406,Midtown East
7060801,Williamsburg
6993337,Weill Cornell Medical College
7068967,Astoria
7067734,Hunter College 
6984756,Gramercy Park
7067274,Cooper Union 
6987756,Stuyvesant Town - Peter Cooper Village
7078194,Midtown East
7024610,Gramercy Park
6991683,Financial District
6965350,East Village
7194261,Sunset Park
6991361,Financial District
7033329,Woodhaven
7074542,Garment District
7015281,Tribeca
6962646,East Harlem
6961913,John Jay College of Criminal Justice 
6973181,Chelsea
7080691,Bushwick
7013428,Hell's Kitchen
7057275,Upper West Side
7050050,NoMad
7083458,Greenwich Village
7079201,Garment District
7070756,Lower East Side
7064167,Kips Bay
6980047,Upper East Side
7339530,Upper East Side
6961970,Hunter College 
6954246,Upper East Side
7054006,Upper East Side
7014727,Upper West Side
7211602,Financial District
6971707,John Jay College of Criminal Justice 
7053268,Financial District
6983669,Murray Hill
6957067,John Jay College of Criminal Justice 
7062795,East Village
6959938,Stuyvesant Town - Peter Cooper Village
7010315,Upper West Side
6994574,Flatiron District
7081987,Upper East Side
7010864,Murray Hill
7015417,Pace University 
7051950,Cooper Union 
6958077,Flatiron District
6961889,Midtown East
7013013,Upper East Side
6971824,Upper East Side
7034210,Juilliard School 
7167309,Chelsea
7042441,East Village
7028674,Garment District
7002568,Williamsburg
7008803,Cooper Union 
6996861,NoHo
7232480,Kips Bay
6960425,NoMad
6988090,Murray Hill
7022811,Park Slope
7069702,Midtown East
7012558,Murray Hill
6979818,Midtown East
7223233,Upper East Side
7102762,The New School 
7069642,Central Park
6984930,John Jay College of Criminal Justice 
7039697,East Harlem
6984692,Williamsburg
7020379,Upper East Side
7025543,Upper East Side
6973336,Upper East Side
7037863,Bushwick
7049902,Baruch College (CUNY)
7144899,Hell's Kitchen
7057671,Garment District
6972976,Upper East Side
7016156,John Jay College of Criminal Justice 
6964787,Bowery
7027451,Upper West Side
7052716,Clinton Hill
7104671,Hunter College 
7007562,Murray Hill
7014211,Kips Bay
7004711,East Village
7008455,Upper East Side
7042777,Upper West Side
7072109,East Village
7139783,Pace University 
6994735,Financial District
6983022,Garment District
6965885,Weill Cornell Medical College
7012282,Washington Heights
7060997,Murray Hill
7214890,Flatiron District
6983200,John Jay College of Criminal Justice 
7010559,Chelsea
6999151,Bedford-Stuyvesant
6993174,Upper East Side
7072978,West Harlem
6960179,Lower East Side
7091260,Upper East Side
7073805,Flatbush
7036511,Koreatown
7015178,Stuyvesant Town - Peter Cooper Village
7055298,Central Harlem
7016254,Upper East Side
7061931,Chelsea
7174387,Weill Cornell Medical College
7035273,Upper West Side
7084287,Hell's Kitchen
7082606,Battery Park City
7230682,Sunset Park
7071539,Upper East Side
7054367,Kips Bay
7007514,East Village
7067348,Upper East Side
7028998,West Harlem
7083618,DUMBO
6962766,Garment District
7043610,Upper East Side
7063761,Columbia University
6958573,Hell's Kitchen
6987989,Murray Hill
7142533,East Harlem
7112091,Chelsea
6984514,Chelsea
7105326,Garment District
7000097,Garment District
6952984,Kips Bay
6962652,East Harlem
6974344,West Village
6964789,Kips Bay
7025522,Juilliard School 
7031518,East Harlem
7169118,Upper West Side
6954829,Prospect Heights
7024977,Upper East Side
7081823,Murray Hill
7064847,Stuyvesant Town - Peter Cooper Village
7035243,Columbia University
7028603,Battery Park City
7030679,Upper East Side
7120003,Kew Gardens
7012663,Juilliard School 
6999135,East Flatbush
7068339,Inwood
7021726,Koreatown
6957732,Park Slope
7014256,Flatbush
7163800,Gramercy Park
7079600,Long Island City
7005602,Fashion Institute of Technology (FIT) 
7005411,Pace University 
7078616,Weill Cornell Medical College
6987439,Washington Heights
7001029,Garment District
7102561,East Harlem
6979872,Midtown East
7009853,Washington Heights
7001517,Astoria
7155619,West Harlem
7013570,Cooper Union 
7069536,West Harlem
7088742,Baruch College (CUNY)
7062134,Far Rockaway
6994705,NYU Tandon School of Engineering 
7043860,Upper East Side
7101617,Theater District
7058850,Midtown East
7042360,West Village
7016050,Garment District
6965476,Washington Heights
6989521,Theater District
6980504,Pace University 
7044742,Upper East Side
6968050,Midtown East
7059927,John Jay College of Criminal Justice 
7022153,Chelsea
7001705,Fort Greene
7007052,Astoria
7069862,Murray Hill
7162464,Jackson Heights
7017188,Bowery
7028597,New York University (NYU) 
7032063,Hell's Kitchen
7022790,Bay Ridge
7052184,East Village
7061227,Financial District
7066235,Garment District
7037132,Koreatown
7172124,Theater District
7045332,Gowanus
6958842,Tribeca
7010227,East Village
7067877,Weill Cornell Medical College
7012550,Weill Cornell Medical College
6983819,East Harlem
7016940,Theater District
7071383,Central Harlem
7029960,Fordham Manor
7046910,Juilliard School 
6974812,Midtown East
7017936,Upper West Side
6975931,Upper East Side
7009522,Weill Cornell Medical College
7013270,Columbia University
7011557,Gramercy Park
6953197,Financial District
7047330,Murray Hill
7063849,Financial District
7060867,NoMad
7077894,Hell's Kitchen
7014782,Murray Hill
7007632,Upper East Side
7011400,Flatiron District
6973686,Midtown East
7201504,Sunnyside
7071893,Koreatown
7018795,Cooper Union 
6980396,Inwood
7023617,Long Island City
6960624,Stuyvesant Town - Peter Cooper Village
7001717,Hell's Kitchen
7012633,Flatbush
6952802,Williamsburg
7028757,Central Park
6964884,Kips Bay
7013105,Garment District
7049389,Theater District
6958491,West Village
7002519,Astoria
7151758,Bushwick
6997558,Murray Hill
6973719,Garment District
7210680,Gramercy Park
7422645,West Village
7033867,Upper East Side
7074264,Hell's Kitchen
6975677,Murray Hill
7058258,Theater District
6955496,Hell's Kitchen
6998586,Greenwich Village
7013402,Murray Hill
6996201,Garment District
7007109,Little Italy
7078628,Juilliard School 
7027033,Sunnyside
6970777,Chelsea
7015344,Kips Bay
7185567,Murray Hill
6991405,Columbia University
7061006,NoMad
7049550,Gramercy Park
6985582,Brooklyn Heights
7041167,Lower East Side
7058959,Hell's Kitchen
6999507,Hunter College 
7083150,Cooper Union 
7012331,Murray Hill
7116184,Murray Hill
6963653,Ridgewood
6992094,Fort Greene
7034181,Hell's Kitchen
7015182,Upper East Side
7045717,Kips Bay
7211296,Williamsburg
6958499,Financial District
6990713,Pace University 
7060993,Pratt Institute 
7076651,Inwood
7127371,Ocean Hill
7006874,Hell's Kitchen
7030931,Murray Hill
6968228,Weill Cornell Medical College
7059265,Theater District
7061597,John Jay College of Criminal Justice 
7045661,Cooper Union 
7075140,Washington Heights
7030065,Hunter College 
6970443,NoHo
7021770,Upper West Side
7019083,Murray Hill
7016757,Murray Hill
6971330,Little Italy
7022623,Downtown Brooklyn
7058614,Bowery
7054993,Upper West Side
7162872,Hell's Kitchen
6955606,West Village
7039480,Garment District
7026774,Bushwick
7009041,Bushwick
7063992,Gramercy Park
7067595,Central Harlem
6952222,Fresh Meadows
7067271,John Jay College of Criminal Justice 
6980475,Weill Cornell Medical College
7142571,Kips Bay
7013756,Upper East Side
6981199,Hell's Kitchen
7002893,Long Island City
7002184,Jackson Heights
6976985,Battery Park City
7103349,Columbia University
7040175,Upper East Side
6968795,Hell's Kitchen
7029059,NoHo
7082354,Central Harlem
6983125,Hunter College 
6980894,Financial District
6960639,Tribeca
7031033,Kips Bay
6987374,Inwood
6961670,Hell's Kitchen
6983730,Gramercy Park
6973650,Midtown East
7004968,Garment District
7061679,Upper East Side
7105024,Central Harlem
7083349,Greenwich Village
7031386,Cobble Hill
7017858,Gowanus
7083721,SoHo
6963060,Hell's Kitchen
6989543,Upper East Side
7030235,East Village
7040570,Bedford Park
6962782,Koreatown
6982492,Weill Cornell Medical College
7041712,Fashion Institute of Technology (FIT) 
7006445,Garment District
7071883,Hunter College 
6995300,Midtown East
7049912,Long Island City
7219115,Midtown East
7025973,Roosevelt Island
6988818,Juilliard School 
6968645,Central Park
7026963,Midtown East
6967170,Hunter College 
7018822,Upper East Side
6963300,Central Harlem
7038746,Central Park
7018412,Midtown East
7014150,Upper West Side
7003068,Upper East Side
6970368,Stuyvesant Town - Peter Cooper Village
6959968,Battery Park City
7064617,Kips Bay
7032228,Upper East Side
6983404,Chelsea
7064013,Midtown East
7004080,East Village
6971761,Hell's Kitchen
6989296,Gramercy Park
6987417,Central Harlem
7026647,Weill Cornell Medical College
6998468,Greenpoint
6952183,Park Slope
6985934,West Harlem
7155462,West Harlem
7033871,Upper East Side
7035581,Weill Cornell Medical College
7009794,Flatiron District
7003930,Brighton Beach
7139602,East Harlem
7027075,Kips Bay
7044123,Upper East Side
7079253,East Harlem
7042388,John Jay College of Criminal Justice 
6980734,Pace University 
6983545,Upper East Side
6972032,Columbia University
7109512,Forest Hills
7075644,Hell's Kitchen
6957521,Hunter College 
6956736,Koreatown
7019467,West Harlem
6973300,John Jay College of Criminal Justice 
7038319,Pelham Parkway
7069410,Murray Hill
6953213,Theater District
6992197,West Harlem
6975778,Garment District
7136880,Upper West Side
7037857,East Village
6976860,Upper West Side
7031927,Pace University 
7019761,NoMad
6999662,Upper East Side
7033590,NoLita
7111894,Upper East Side
6986161,Bay Ridge
7003570,Midtown East
7073318,Hell's Kitchen
7135380,Weill Cornell Medical College
7078276,Upper West Side
6980454,Financial District
7014012,Hell's Kitchen
7127739,Cooper Union 
7047042,Cobble Hill
7070515,Washington Heights
7050671,Financial District
7009140,Long Island City
6959908,Juilliard School 
7048914,Fashion Institute of Technology (FIT) 
7010374,Pace University 
6975793,Murray Hill
7123149,Pace University 
6973012,Upper West Side
6956764,Upper East Side
6960765,Upper East Side
6974877,SoHo
7020648,Astoria
7192662,Midtown East
7158418,Washington Heights
6971203,Upper East Side
7009851,Stuyvesant Town - Peter Cooper Village
7082430,Financial District
6990743,Theater District
6994356,Washington Heights
6975362,Inwood
7054062,Inwood
6980584,Gramercy Park
6982004,Gramercy Park
7025882,East Harlem
6973347,Garment District
6959794,Upper East Side
7074005,Upper East Side
6961885,Upper West Side
7047177,Koreatown
7057570,Upper East Side
7008489,Murray Hill
6955993,The New School 
7040506,Central Park
7032391,Roosevelt Island
7111385,Fashion Institute of Technology (FIT) 
7014166,Financial District
6964999,Theater District
6983968,Garment District
6986268,Midtown East
7004113,New York University (NYU) 
7015222,Crown Heights
7223361,Theater District
6956260,Weill Cornell Medical College
6976528,East Harlem
7055937,Astoria
6991268,Bowery
7215371,Juilliard School 
7075841,Carroll Gardens
6993872,East Harlem
7055898,Bushwick
7080738,Park Slope
7030944,Washington Heights
7186812,Kips Bay
7071625,John Jay College of Criminal Justice 
7026181,Central Harlem
7077742,East Village
7008269,Midtown East
7174564,Weill Cornell Medical College
7025606,Hunter College 
7043284,Astoria
7006452,Fordham Heights
6971999,Greenwich Village
7028500,Central Harlem
6958701,Greenwich Village
7057845,Hell's Kitchen
7059941,NoLita
6956937,Baruch College (CUNY)
7007605,Upper East Side
6987563,Ridgewood
7005452,East Village
6955349,Upper East Side
6960242,Financial District
7219906,Midtown East
7003008,East Village
7038339,West Harlem
7066600,Juilliard School 
7011856,Weill Cornell Medical College
6986986,Hell's Kitchen
7196680,Flatbush
7042523,Central Harlem
6952668,Columbia University
7050410,Murray Hill
7051294,Washington Heights
6952687,Hunter College 
7012215,Hell's Kitchen
7169059,Columbia University
6992261,Williamsburg
6962958,Upper East Side
7032262,Boerum Hill
7010602,Hunter College 
7045263,Dyker Heights
7210075,Bowery
7051584,Hell's Kitchen
7020090,West Village
7003136,Battery Park City
7018643,Hunter College 
7004070,Upper East Side
7003924,Williamsburg
7028149,East Village
6985289,Midtown East
7082660,Upper East Side
7013895,Upper East Side
6998978,Garment District
7042564,Murray Hill
7011897,Garment District
7030800,Gowanus
6971815,Flatbush
6994038,Upper East Side
7170687,Bushwick
7019012,Upper West Side
7072168,Upper East Side
7056025,Cobble Hill
6964429,Brooklyn Heights
7033565,NoLita
6958136,Ocean Hill
6994285,Financial District
7056917,Upper East Side
6970773,Greenwich Village
7040412,New York University (NYU) 
6998783,Central Park
6958586,Murray Hill
7061862,Hunter College 
7021068,Randalls-Wards Island
6980412,Williamsburg
7080424,Kips Bay
7072639,Financial District
7004759,New York University (NYU) 
6953823,East Harlem
6967019,Murray Hill
7023649,Upper West Side
7108161,Upper East Side
7029459,Cooper Union 
7002582,Upper East Side
6951986,Columbia University
7027080,Weill Cornell Medical College
7232848,Kips Bay
7044646,Upper East Side
6993732,John Jay College of Criminal Justice 
6953626,Midtown East
6967182,John Jay College of Criminal Justice 
7135185,Greenwich Village
7063042,Cooper Union 
7045135,Midwood
7063005,NoMad
6969335,Midtown East
6987765,East Village
7158810,Garment District
7123267,Pace University 
7012386,Cooper Union 
7057956,Weill Cornell Medical College
7144247,Murray Hill
7034994,Juilliard School 
7029420,Upper West Side
7027598,Murray Hill
7040416,The New School 
6976233,Clinton Hill
7078339,The New School 
7122368,Bowery
7045123,Murray Hill
6978457,Garment District
7083310,Hunter College 
7043231,Upper East Side
6955870,Garment District
7072772,Koreatown
7064272,Little Italy
7077255,Kew Gardens
6967865,Garment District
7031739,Upper East Side
6976331,Gramercy Park
7049316,Central Park
7027906,Midtown East
7228121,Carroll Gardens
7054127,Midtown East
7010676,Financial District
7077057,Morris Heights
6995662,Greenwich Village
6956376,Hell's Kitchen
7107884,NoHo
7004814,New York University (NYU) 
6970263,Murray Hill
7035682,Prospect Heights
7032573,New York University (NYU) 
7037768,Juilliard School 
7062713,Chelsea
6991760,Fordham Manor
7028988,Midtown East
6952628,East Village
7014650,Williamsburg
6982699,Riverdale
7170591,Upper East Side
7069881,Hell's Kitchen
7017141,Williamsburg
7071273,Columbia University
6993830,East Village
7027402,Murray Hill
6959275,Theater District
6953390,Upper East Side
7208784,Upper East Side
7072297,Midtown East
7005889,Washington Heights
7043141,Murray Hill
7053338,Financial District
6984022,The New School 
7026840,West Village
7082990,Pelham Bay
6981948,Long Island City
6989640,Jackson Heights
7221981,Upper East Side
6952708,Upper East Side
7023825,Upper West Side
7044512,Theater District
7038939,Pace University 
6996200,Upper West Side
6975876,Kips Bay
7081922,Brooklyn Heights
6988110,Theater District
7071562,Kips Bay
6985154,Juilliard School 
7053934,East Village
6994296,Columbia University
7004502,Washington Heights
6985661,Murray Hill
6969961,Hell's Kitchen
7005184,Kips Bay
6986167,Little Italy
6969134,Murray Hill
6982312,Murray Hill
7044112,Garment District
